order_id,ordered_at,customer_key,region,currency,net_amount,tax_amount,gross_amount,order_status
ORD-000257,2026-05-14T08:41:00+00:00,CUS-00022,United Kingdom,GBP,25.39,5.08,30.47,completed
ORD-000258,2026-05-14T09:54:00+00:00,CUS-00027,Europe,EUR,635.42,127.08,762.50,completed
ORD-000259,2026-05-14T11:07:00+00:00,CUS-00007,United Kingdom,GBP,543.16,108.63,651.79,completed
ORD-000260,2026-05-14T12:20:00+00:00,CUS-00304,Europe,EUR,556.14,111.23,667.37,completed
ORD-000261,2026-05-14T13:33:00+00:00,CUS-00272,North America,USD,62.29,4.98,67.27,completed
ORD-000262,2026-05-14T14:46:00+00:00,CUS-00349,North America,USD,648.19,51.86,700.05,completed
ORD-000263,2026-05-14T15:59:00+00:00,CUS-00185,North America,USD,343.46,27.48,370.94,completed
ORD-000264,2026-05-14T17:12:00+00:00,CUS-00287,North America,USD,304.45,24.36,328.81,completed
ORD-000265,2026-05-14T18:25:00+00:00,CUS-00304,United Kingdom,GBP,468.51,93.70,562.21,refunded
ORD-000266,2026-05-14T19:38:00+00:00,CUS-00387,United Kingdom,GBP,465.13,93.03,558.16,pending
ORD-000267,2026-05-14T20:51:00+00:00,CUS-00364,Europe,EUR,182.92,36.58,219.50,completed
ORD-000268,2026-05-14T22:04:00+00:00,CUS-00105,North America,USD,357.37,28.59,385.96,completed
ORD-000269,2026-05-14T23:17:00+00:00,CUS-00071,Europe,EUR,59.80,11.96,71.76,refunded
ORD-000270,2026-05-15T00:30:00+00:00,CUS-00256,Europe,EUR,124.05,24.81,148.86,completed
ORD-000271,2026-05-15T01:43:00+00:00,CUS-00382,North America,USD,143.52,11.48,155.00,completed
ORD-000272,2026-05-15T02:56:00+00:00,CUS-00297,United Kingdom,GBP,324.68,64.94,389.62,completed
ORD-000273,2026-05-15T04:09:00+00:00,CUS-00388,North America,USD,426.99,34.16,461.15,completed
ORD-000274,2026-05-15T05:22:00+00:00,CUS-00239,Europe,EUR,212.64,42.53,255.17,completed
ORD-000275,2026-05-15T06:35:00+00:00,CUS-00343,North America,USD,566.97,45.36,612.33,completed
ORD-000276,2026-05-15T07:48:00+00:00,CUS-00230,United Kingdom,GBP,141.64,28.33,169.97,completed
ORD-000277,2026-05-15T09:01:00+00:00,CUS-00115,North America,USD,396.87,31.75,428.62,completed
ORD-000278,2026-05-15T10:14:00+00:00,CUS-00247,Europe,EUR,314.34,62.87,377.21,completed
ORD-000279,2026-05-15T11:27:00+00:00,CUS-00312,United Kingdom,GBP,73.54,14.71,88.25,completed
ORD-000280,2026-05-15T12:40:00+00:00,CUS-00182,United Kingdom,GBP,625.16,125.03,750.19,completed
ORD-000281,2026-05-15T13:53:00+00:00,CUS-00104,United Kingdom,GBP,477.33,95.47,572.80,completed
ORD-000282,2026-05-15T15:06:00+00:00,CUS-00274,North America,USD,165.99,13.28,179.27,pending
ORD-000283,2026-05-15T16:19:00+00:00,CUS-00220,Europe,EUR,388.38,77.68,466.06,pending
ORD-000284,2026-05-15T17:32:00+00:00,CUS-00120,United Kingdom,GBP,246.42,49.28,295.70,completed
ORD-000285,2026-05-15T18:45:00+00:00,CUS-00294,Europe,EUR,401.88,80.38,482.26,completed
ORD-000286,2026-05-15T19:58:00+00:00,CUS-00319,Europe,EUR,584.63,116.93,701.56,completed
ORD-000287,2026-05-15T21:11:00+00:00,CUS-00134,North America,USD,173.30,13.86,187.16,completed
ORD-000288,2026-05-15T22:24:00+00:00,CUS-00327,United Kingdom,GBP,609.85,121.97,731.82,completed
ORD-000289,2026-05-15T23:37:00+00:00,CUS-00118,United Kingdom,GBP,147.56,29.51,177.07,completed
ORD-000290,2026-05-16T00:50:00+00:00,CUS-00205,Europe,EUR,389.41,77.88,467.29,completed
ORD-000291,2026-05-16T02:03:00+00:00,CUS-00296,North America,USD,551.70,44.14,595.84,completed
ORD-000292,2026-05-16T03:16:00+00:00,CUS-00312,Europe,EUR,171.82,34.36,206.18,completed
ORD-000293,2026-05-16T04:29:00+00:00,CUS-00205,United Kingdom,GBP,223.20,44.64,267.84,completed
ORD-000294,2026-05-16T05:42:00+00:00,CUS-00057,Europe,EUR,42.26,8.45,50.71,completed
ORD-000295,2026-05-16T06:55:00+00:00,CUS-00254,United Kingdom,GBP,483.60,96.72,580.32,refunded
ORD-000296,2026-05-16T08:08:00+00:00,CUS-00171,United Kingdom,GBP,631.14,126.23,757.37,completed
ORD-000297,2026-05-16T09:21:00+00:00,CUS-00385,North America,USD,195.06,15.60,210.66,completed
ORD-000298,2026-05-16T10:34:00+00:00,CUS-00033,North America,USD,141.45,11.32,152.77,completed
ORD-000299,2026-05-16T11:47:00+00:00,CUS-00293,United Kingdom,GBP,596.90,119.38,716.28,completed
ORD-000300,2026-05-16T13:00:00+00:00,CUS-00265,North America,USD,570.58,45.65,616.23,refunded
ORD-000301,2026-05-16T14:13:00+00:00,CUS-00272,United Kingdom,GBP,266.55,53.31,319.86,completed
ORD-000302,2026-05-16T15:26:00+00:00,CUS-00293,United Kingdom,GBP,639.38,127.88,767.26,completed
ORD-000303,2026-05-16T16:39:00+00:00,CUS-00020,Europe,EUR,316.77,63.35,380.12,completed
ORD-000304,2026-05-16T17:52:00+00:00,CUS-00023,Europe,EUR,158.22,31.64,189.86,refunded
ORD-000305,2026-05-16T19:05:00+00:00,CUS-00288,United Kingdom,GBP,206.38,41.28,247.66,completed
ORD-000306,2026-05-16T20:18:00+00:00,CUS-00385,Europe,EUR,484.96,96.99,581.95,refunded
ORD-000307,2026-05-16T21:31:00+00:00,CUS-00224,United Kingdom,GBP,67.07,13.41,80.48,pending
ORD-000308,2026-05-16T22:44:00+00:00,CUS-00140,Europe,EUR,45.22,9.04,54.26,pending
ORD-000309,2026-05-16T23:57:00+00:00,CUS-00250,Europe,EUR,113.63,22.73,136.36,completed
ORD-000310,2026-05-17T01:10:00+00:00,CUS-00052,United Kingdom,GBP,98.44,19.69,118.13,completed
ORD-000311,2026-05-17T02:23:00+00:00,CUS-00339,Europe,EUR,410.44,82.09,492.53,refunded
ORD-000312,2026-05-17T03:36:00+00:00,CUS-00018,Europe,EUR,605.24,121.05,726.29,completed
ORD-000313,2026-05-17T04:49:00+00:00,CUS-00400,Europe,EUR,34.75,6.95,41.70,completed
ORD-000314,2026-05-17T06:02:00+00:00,CUS-00189,United Kingdom,GBP,487.67,97.53,585.20,completed
ORD-000315,2026-05-17T07:15:00+00:00,CUS-00238,United Kingdom,GBP,242.45,48.49,290.94,completed
ORD-000316,2026-05-17T08:28:00+00:00,CUS-00126,United Kingdom,GBP,327.46,65.49,392.95,completed
ORD-000317,2026-05-17T09:41:00+00:00,CUS-00219,United Kingdom,GBP,21.28,4.26,25.54,refunded
ORD-000318,2026-05-17T10:54:00+00:00,CUS-00076,Europe,EUR,249.45,49.89,299.34,completed
ORD-000319,2026-05-17T12:07:00+00:00,CUS-00016,United Kingdom,GBP,76.07,15.21,91.28,completed
ORD-000320,2026-05-17T13:20:00+00:00,CUS-00329,North America,USD,230.02,18.40,248.42,completed
ORD-000321,2026-05-17T14:33:00+00:00,CUS-00254,Europe,EUR,37.34,7.47,44.81,refunded
ORD-000322,2026-05-17T15:46:00+00:00,CUS-00086,Europe,EUR,334.66,66.93,401.59,pending
ORD-000323,2026-05-17T16:59:00+00:00,CUS-00073,Europe,EUR,111.19,22.24,133.43,completed
ORD-000324,2026-05-17T18:12:00+00:00,CUS-00157,United Kingdom,GBP,624.34,124.87,749.21,completed
ORD-000325,2026-05-17T19:25:00+00:00,CUS-00358,Europe,EUR,436.73,87.35,524.08,completed
ORD-000326,2026-05-17T20:38:00+00:00,CUS-00103,North America,USD,318.57,25.49,344.06,completed
ORD-000327,2026-05-17T21:51:00+00:00,CUS-00344,United Kingdom,GBP,77.86,15.57,93.43,completed
ORD-000328,2026-05-17T23:04:00+00:00,CUS-00089,United Kingdom,GBP,473.60,94.72,568.32,completed
ORD-000329,2026-05-18T00:17:00+00:00,CUS-00047,Europe,EUR,441.37,88.27,529.64,completed
ORD-000330,2026-05-18T01:30:00+00:00,CUS-00220,Europe,EUR,122.73,24.55,147.28,completed
ORD-000331,2026-05-18T02:43:00+00:00,CUS-00322,Europe,EUR,150.48,30.10,180.58,completed
ORD-000332,2026-05-18T03:56:00+00:00,CUS-00340,Europe,EUR,370.65,74.13,444.78,completed
ORD-000333,2026-05-18T05:09:00+00:00,CUS-00148,North America,USD,457.73,36.62,494.35,completed
ORD-000334,2026-05-18T06:22:00+00:00,CUS-00023,United Kingdom,GBP,541.68,108.34,650.02,completed
ORD-000335,2026-05-18T07:35:00+00:00,CUS-00199,Europe,EUR,68.93,13.79,82.72,completed
ORD-000336,2026-05-18T08:48:00+00:00,CUS-00184,United Kingdom,GBP,522.67,104.53,627.20,completed
ORD-000337,2026-05-18T10:01:00+00:00,CUS-00046,United Kingdom,GBP,240.66,48.13,288.79,completed
ORD-000338,2026-05-18T11:14:00+00:00,CUS-00382,North America,USD,500.80,40.06,540.86,completed
ORD-000339,2026-05-18T12:27:00+00:00,CUS-00284,Europe,EUR,190.68,38.14,228.82,completed
ORD-000340,2026-05-18T13:40:00+00:00,CUS-00064,Europe,EUR,642.87,128.57,771.44,completed
ORD-000341,2026-05-18T14:53:00+00:00,CUS-00003,North America,USD,332.65,26.61,359.26,pending
ORD-000342,2026-05-18T16:06:00+00:00,CUS-00354,North America,USD,73.73,5.90,79.63,refunded
ORD-000343,2026-05-18T17:19:00+00:00,CUS-00036,United Kingdom,GBP,410.28,82.06,492.34,completed
ORD-000344,2026-05-18T18:32:00+00:00,CUS-00244,United Kingdom,GBP,503.57,100.71,604.28,completed
ORD-000345,2026-05-18T19:45:00+00:00,CUS-00291,United Kingdom,GBP,31.76,6.35,38.11,refunded
ORD-000346,2026-05-18T20:58:00+00:00,CUS-00315,North America,USD,639.77,51.18,690.95,completed
ORD-000347,2026-05-18T22:11:00+00:00,CUS-00390,Europe,EUR,548.61,109.72,658.33,completed
ORD-000348,2026-05-18T23:24:00+00:00,CUS-00262,Europe,EUR,582.49,116.50,698.99,pending
ORD-000349,2026-05-19T00:37:00+00:00,CUS-00381,North America,USD,501.60,40.13,541.73,pending
ORD-000350,2026-05-19T01:50:00+00:00,CUS-00109,Europe,EUR,56.94,11.39,68.33,completed
ORD-000351,2026-05-19T03:03:00+00:00,CUS-00303,North America,USD,616.12,49.29,665.41,completed
ORD-000352,2026-05-19T04:16:00+00:00,CUS-00001,North America,USD,446.30,35.70,482.00,completed
ORD-000353,2026-05-19T05:29:00+00:00,CUS-00274,North America,USD,473.55,37.88,511.43,completed
ORD-000354,2026-05-19T06:42:00+00:00,CUS-00015,United Kingdom,GBP,126.81,25.36,152.17,completed
ORD-000355,2026-05-19T07:55:00+00:00,CUS-00247,United Kingdom,GBP,573.75,114.75,688.50,completed
ORD-000356,2026-05-19T09:08:00+00:00,CUS-00274,United Kingdom,GBP,576.01,115.20,691.21,completed
ORD-000357,2026-05-19T10:21:00+00:00,CUS-00378,United Kingdom,GBP,568.71,113.74,682.45,refunded
ORD-000358,2026-05-19T11:34:00+00:00,CUS-00381,North America,USD,152.33,12.19,164.52,completed
ORD-000359,2026-05-19T12:47:00+00:00,CUS-00313,North America,USD,398.16,31.85,430.01,completed
ORD-000360,2026-05-19T14:00:00+00:00,CUS-00381,United Kingdom,GBP,618.46,123.69,742.15,refunded
ORD-000361,2026-05-19T15:13:00+00:00,CUS-00174,Europe,EUR,248.46,49.69,298.15,completed
ORD-000362,2026-05-19T16:26:00+00:00,CUS-00364,Europe,EUR,86.89,17.38,104.27,completed
ORD-000363,2026-05-19T17:39:00+00:00,CUS-00119,North America,USD,444.35,35.55,479.90,pending
ORD-000364,2026-05-19T18:52:00+00:00,CUS-00183,United Kingdom,GBP,350.48,70.10,420.58,completed
ORD-000365,2026-05-19T20:05:00+00:00,CUS-00071,North America,USD,71.32,5.71,77.03,pending
ORD-000366,2026-05-19T21:18:00+00:00,CUS-00279,North America,USD,496.47,39.72,536.19,completed
ORD-000367,2026-05-19T22:31:00+00:00,CUS-00346,North America,USD,558.52,44.68,603.20,completed
ORD-000368,2026-05-19T23:44:00+00:00,CUS-00051,United Kingdom,GBP,85.85,17.17,103.02,completed
ORD-000369,2026-05-20T00:57:00+00:00,CUS-00207,United Kingdom,GBP,597.58,119.52,717.10,completed
ORD-000370,2026-05-20T02:10:00+00:00,CUS-00108,Europe,EUR,525.27,105.05,630.32,completed
ORD-000371,2026-05-20T03:23:00+00:00,CUS-00191,United Kingdom,GBP,191.68,38.34,230.02,completed
ORD-000372,2026-05-20T04:36:00+00:00,CUS-00382,North America,USD,359.04,28.72,387.76,completed
ORD-000373,2026-05-20T05:49:00+00:00,CUS-00129,North America,USD,368.54,29.48,398.02,completed
ORD-000374,2026-05-20T07:02:00+00:00,CUS-00307,North America,USD,476.06,38.08,514.14,completed
ORD-000375,2026-05-20T08:15:00+00:00,CUS-00206,United Kingdom,GBP,140.38,28.08,168.46,completed
ORD-000376,2026-05-20T09:28:00+00:00,CUS-00171,North America,USD,521.28,41.70,562.98,completed
ORD-000377,2026-05-20T10:41:00+00:00,CUS-00135,North America,USD,582.05,46.56,628.61,completed
ORD-000378,2026-05-20T11:54:00+00:00,CUS-00101,North America,USD,582.96,46.64,629.60,completed
ORD-000379,2026-05-20T13:07:00+00:00,CUS-00357,North America,USD,317.80,25.42,343.22,completed
ORD-000380,2026-05-20T14:20:00+00:00,CUS-00152,Europe,EUR,395.46,79.09,474.55,completed
ORD-000381,2026-05-20T15:33:00+00:00,CUS-00203,North America,USD,316.81,25.34,342.15,completed
ORD-000382,2026-05-20T16:46:00+00:00,CUS-00381,Europe,EUR,532.45,106.49,638.94,completed
ORD-000383,2026-05-20T17:59:00+00:00,CUS-00158,North America,USD,404.89,32.39,437.28,completed
ORD-000384,2026-05-20T19:12:00+00:00,CUS-00164,Europe,EUR,196.40,39.28,235.68,completed
ORD-000385,2026-05-20T20:25:00+00:00,CUS-00109,Europe,EUR,581.27,116.25,697.52,completed
ORD-000386,2026-05-20T21:38:00+00:00,CUS-00348,United Kingdom,GBP,190.86,38.17,229.03,refunded
ORD-000387,2026-05-20T22:51:00+00:00,CUS-00397,Europe,EUR,612.53,122.51,735.04,completed
ORD-000388,2026-05-21T00:04:00+00:00,CUS-00022,North America,USD,369.44,29.56,399.00,completed
ORD-000389,2026-05-21T01:17:00+00:00,CUS-00211,North America,USD,231.15,18.49,249.64,pending
ORD-000390,2026-05-21T02:30:00+00:00,CUS-00227,Europe,EUR,499.34,99.87,599.21,completed
ORD-000391,2026-05-21T03:43:00+00:00,CUS-00334,Europe,EUR,331.39,66.28,397.67,completed
ORD-000392,2026-05-21T04:56:00+00:00,CUS-00044,United Kingdom,GBP,115.74,23.15,138.89,completed
ORD-000393,2026-05-21T06:09:00+00:00,CUS-00355,North America,USD,348.23,27.86,376.09,completed
ORD-000394,2026-05-21T07:22:00+00:00,CUS-00309,United Kingdom,GBP,342.28,68.46,410.74,completed
ORD-000395,2026-05-21T08:35:00+00:00,CUS-00164,United Kingdom,GBP,168.06,33.61,201.67,completed
ORD-000396,2026-05-21T09:48:00+00:00,CUS-00251,North America,USD,447.39,35.79,483.18,completed
ORD-000397,2026-05-21T11:01:00+00:00,CUS-00065,Europe,EUR,133.56,26.71,160.27,completed
ORD-000398,2026-05-21T12:14:00+00:00,CUS-00055,Europe,EUR,60.23,12.05,72.28,completed
ORD-000399,2026-05-21T13:27:00+00:00,CUS-00042,North America,USD,309.73,24.78,334.51,completed
ORD-000400,2026-05-21T14:40:00+00:00,CUS-00317,Europe,EUR,441.19,88.24,529.43,completed
ORD-000401,2026-05-21T15:53:00+00:00,CUS-00384,Europe,EUR,382.43,76.49,458.92,completed
ORD-000402,2026-05-21T17:06:00+00:00,CUS-00238,Europe,EUR,335.03,67.01,402.04,pending
ORD-000403,2026-05-21T18:19:00+00:00,CUS-00243,Europe,EUR,294.62,58.92,353.54,completed
ORD-000404,2026-05-21T19:32:00+00:00,CUS-00143,North America,USD,146.84,11.75,158.59,completed
ORD-000405,2026-05-21T20:45:00+00:00,CUS-00076,United Kingdom,GBP,376.68,75.34,452.02,completed
ORD-000406,2026-05-21T21:58:00+00:00,CUS-00006,United Kingdom,GBP,227.16,45.43,272.59,completed
ORD-000407,2026-05-21T23:11:00+00:00,CUS-00022,Europe,EUR,573.29,114.66,687.95,completed
ORD-000408,2026-05-22T00:24:00+00:00,CUS-00021,United Kingdom,GBP,420.42,84.08,504.50,completed
ORD-000409,2026-05-22T01:37:00+00:00,CUS-00054,North America,USD,620.81,49.66,670.47,completed
ORD-000410,2026-05-22T02:50:00+00:00,CUS-00265,United Kingdom,GBP,293.23,58.65,351.88,completed
ORD-000411,2026-05-22T04:03:00+00:00,CUS-00019,United Kingdom,GBP,558.01,111.60,669.61,completed
ORD-000412,2026-05-22T05:16:00+00:00,CUS-00151,Europe,EUR,31.37,6.27,37.64,completed
ORD-000413,2026-05-22T06:29:00+00:00,CUS-00144,United Kingdom,GBP,457.09,91.42,548.51,completed
ORD-000414,2026-05-22T07:42:00+00:00,CUS-00161,United Kingdom,GBP,342.02,68.40,410.42,refunded
ORD-000415,2026-05-22T08:55:00+00:00,CUS-00254,Europe,EUR,293.63,58.73,352.36,completed
ORD-000416,2026-05-22T10:08:00+00:00,CUS-00348,Europe,EUR,315.89,63.18,379.07,refunded
ORD-000417,2026-05-22T11:21:00+00:00,CUS-00105,North America,USD,470.53,37.64,508.17,completed
ORD-000418,2026-05-22T12:34:00+00:00,CUS-00193,Europe,EUR,405.20,81.04,486.24,completed
ORD-000419,2026-05-22T13:47:00+00:00,CUS-00281,Europe,EUR,580.83,116.17,697.00,completed
ORD-000420,2026-05-22T15:00:00+00:00,CUS-00313,North America,USD,212.78,17.02,229.80,refunded
ORD-000421,2026-05-22T16:13:00+00:00,CUS-00141,Europe,EUR,62.92,12.58,75.50,completed
ORD-000422,2026-05-22T17:26:00+00:00,CUS-00035,Europe,EUR,96.44,19.29,115.73,completed
ORD-000423,2026-05-22T18:39:00+00:00,CUS-00151,Europe,EUR,598.87,119.77,718.64,completed
ORD-000424,2026-05-22T19:52:00+00:00,CUS-00011,Europe,EUR,170.35,34.07,204.42,completed
ORD-000425,2026-05-22T21:05:00+00:00,CUS-00291,North America,USD,53.24,4.26,57.50,completed
ORD-000426,2026-05-22T22:18:00+00:00,CUS-00253,North America,USD,435.07,34.81,469.88,completed
ORD-000427,2026-05-22T23:31:00+00:00,CUS-00031,United Kingdom,GBP,493.90,98.78,592.68,completed
ORD-000428,2026-05-23T00:44:00+00:00,CUS-00044,Europe,EUR,248.47,49.69,298.16,completed
ORD-000429,2026-05-23T01:57:00+00:00,CUS-00030,Europe,EUR,550.81,110.16,660.97,completed
ORD-000430,2026-05-23T03:10:00+00:00,CUS-00246,Europe,EUR,452.07,90.41,542.48,completed
ORD-000431,2026-05-23T04:23:00+00:00,CUS-00008,United Kingdom,GBP,117.50,23.50,141.00,completed
ORD-000432,2026-05-23T05:36:00+00:00,CUS-00027,Europe,EUR,427.69,85.54,513.23,completed
ORD-000433,2026-05-23T06:49:00+00:00,CUS-00131,North America,USD,315.41,25.23,340.64,refunded
ORD-000434,2026-05-23T08:02:00+00:00,CUS-00108,North America,USD,172.46,13.80,186.26,completed
ORD-000435,2026-05-23T09:15:00+00:00,CUS-00383,North America,USD,440.26,35.22,475.48,completed
ORD-000436,2026-05-23T10:28:00+00:00,CUS-00031,Europe,EUR,566.92,113.38,680.30,completed
ORD-000437,2026-05-23T11:41:00+00:00,CUS-00057,North America,USD,614.65,49.17,663.82,completed
ORD-000438,2026-05-23T12:54:00+00:00,CUS-00101,United Kingdom,GBP,415.43,83.09,498.52,completed
ORD-000439,2026-05-23T14:07:00+00:00,CUS-00305,United Kingdom,GBP,322.52,64.50,387.02,completed
ORD-000440,2026-05-23T15:20:00+00:00,CUS-00250,North America,USD,613.38,49.07,662.45,completed
ORD-000441,2026-05-23T16:33:00+00:00,CUS-00175,North America,USD,635.33,50.83,686.16,completed
ORD-000442,2026-05-23T17:46:00+00:00,CUS-00077,United Kingdom,GBP,345.67,69.13,414.80,completed
ORD-000443,2026-05-23T18:59:00+00:00,CUS-00376,Europe,EUR,484.56,96.91,581.47,completed
ORD-000444,2026-05-23T20:12:00+00:00,CUS-00063,Europe,EUR,177.97,35.59,213.56,completed
ORD-000445,2026-05-23T21:25:00+00:00,CUS-00321,United Kingdom,GBP,197.55,39.51,237.06,completed
ORD-000446,2026-05-23T22:38:00+00:00,CUS-00237,United Kingdom,GBP,228.23,45.65,273.88,completed
ORD-000447,2026-05-23T23:51:00+00:00,CUS-00002,Europe,EUR,241.69,48.34,290.03,completed
ORD-000448,2026-05-24T01:04:00+00:00,CUS-00323,United Kingdom,GBP,76.48,15.30,91.78,completed
ORD-000449,2026-05-24T02:17:00+00:00,CUS-00360,Europe,EUR,596.14,119.23,715.37,completed
ORD-000450,2026-05-24T03:30:00+00:00,CUS-00080,Europe,EUR,275.27,55.05,330.32,refunded
ORD-000451,2026-05-24T04:43:00+00:00,CUS-00392,North America,USD,298.54,23.88,322.42,completed
ORD-000452,2026-05-24T05:56:00+00:00,CUS-00370,United Kingdom,GBP,90.04,18.01,108.05,completed
ORD-000453,2026-05-24T07:09:00+00:00,CUS-00133,United Kingdom,GBP,63.90,12.78,76.68,completed
ORD-000454,2026-05-24T08:22:00+00:00,CUS-00231,Europe,EUR,235.65,47.13,282.78,completed
ORD-000455,2026-05-24T09:35:00+00:00,CUS-00187,Europe,EUR,213.97,42.79,256.76,completed
ORD-000456,2026-05-24T10:48:00+00:00,CUS-00360,North America,USD,391.17,31.29,422.46,completed
ORD-000457,2026-05-24T12:01:00+00:00,CUS-00064,North America,USD,21.59,1.73,23.32,completed
ORD-000458,2026-05-24T13:14:00+00:00,CUS-00137,Europe,EUR,613.46,122.69,736.15,pending
ORD-000459,2026-05-24T14:27:00+00:00,CUS-00367,United Kingdom,GBP,278.93,55.79,334.72,completed
ORD-000460,2026-05-24T15:40:00+00:00,CUS-00272,Europe,EUR,512.47,102.49,614.96,completed
ORD-000461,2026-05-24T16:53:00+00:00,CUS-00054,North America,USD,194.19,15.54,209.73,completed
ORD-000462,2026-05-24T18:06:00+00:00,CUS-00363,North America,USD,470.57,37.65,508.22,completed
ORD-000463,2026-05-24T19:19:00+00:00,CUS-00121,United Kingdom,GBP,453.30,90.66,543.96,completed
ORD-000464,2026-05-24T20:32:00+00:00,CUS-00378,United Kingdom,GBP,631.56,126.31,757.87,completed
ORD-000465,2026-05-24T21:45:00+00:00,CUS-00330,United Kingdom,GBP,26.23,5.25,31.48,completed
ORD-000466,2026-05-24T22:58:00+00:00,CUS-00303,Europe,EUR,386.79,77.36,464.15,pending
ORD-000467,2026-05-25T00:11:00+00:00,CUS-00082,Europe,EUR,625.84,125.17,751.01,completed
ORD-000468,2026-05-25T01:24:00+00:00,CUS-00235,United Kingdom,GBP,473.99,94.80,568.79,completed
ORD-000469,2026-05-25T02:37:00+00:00,CUS-00271,Europe,EUR,390.50,78.10,468.60,completed
ORD-000470,2026-05-25T03:50:00+00:00,CUS-00025,United Kingdom,GBP,435.74,87.15,522.89,pending
ORD-000471,2026-05-25T05:03:00+00:00,CUS-00295,North America,USD,132.13,10.57,142.70,pending
ORD-000472,2026-05-25T06:16:00+00:00,CUS-00399,United Kingdom,GBP,89.54,17.91,107.45,completed
ORD-000473,2026-05-25T07:29:00+00:00,CUS-00323,North America,USD,570.23,45.62,615.85,completed
ORD-000474,2026-05-25T08:42:00+00:00,CUS-00126,Europe,EUR,496.21,99.24,595.45,completed
ORD-000475,2026-05-25T09:55:00+00:00,CUS-00202,North America,USD,257.45,20.60,278.05,completed
ORD-000476,2026-05-25T11:08:00+00:00,CUS-00237,North America,USD,242.34,19.39,261.73,completed
ORD-000477,2026-05-25T12:21:00+00:00,CUS-00181,Europe,EUR,132.77,26.55,159.32,completed
ORD-000478,2026-05-25T13:34:00+00:00,CUS-00375,United Kingdom,GBP,448.80,89.76,538.56,refunded
ORD-000479,2026-05-25T14:47:00+00:00,CUS-00185,North America,USD,627.21,50.18,677.39,completed
ORD-000480,2026-05-25T16:00:00+00:00,CUS-00222,North America,USD,95.23,7.62,102.85,pending
ORD-000481,2026-05-25T17:13:00+00:00,CUS-00122,North America,USD,97.77,7.82,105.59,refunded
ORD-000482,2026-05-25T18:26:00+00:00,CUS-00306,Europe,EUR,302.68,60.54,363.22,completed
ORD-000483,2026-05-25T19:39:00+00:00,CUS-00303,Europe,EUR,238.18,47.64,285.82,completed
ORD-000484,2026-05-25T20:52:00+00:00,CUS-00214,Europe,EUR,67.84,13.57,81.41,completed
ORD-000485,2026-05-25T22:05:00+00:00,CUS-00015,Europe,EUR,71.04,14.21,85.25,completed
ORD-000486,2026-05-25T23:18:00+00:00,CUS-00252,Europe,EUR,60.97,12.19,73.16,refunded
ORD-000487,2026-05-26T00:31:00+00:00,CUS-00016,Europe,EUR,91.58,18.32,109.90,completed
ORD-000488,2026-05-26T01:44:00+00:00,CUS-00147,United Kingdom,GBP,640.43,128.09,768.52,completed
ORD-000489,2026-05-26T02:57:00+00:00,CUS-00293,Europe,EUR,147.90,29.58,177.48,completed
ORD-000490,2026-05-26T04:10:00+00:00,CUS-00014,United Kingdom,GBP,486.30,97.26,583.56,completed
ORD-000491,2026-05-26T05:23:00+00:00,CUS-00291,North America,USD,318.43,25.47,343.90,refunded
ORD-000492,2026-05-26T06:36:00+00:00,CUS-00049,Europe,EUR,117.98,23.60,141.58,completed
ORD-000493,2026-05-26T07:49:00+00:00,CUS-00324,North America,USD,427.10,34.17,461.27,completed
ORD-000494,2026-05-26T09:02:00+00:00,CUS-00079,Europe,EUR,238.21,47.64,285.85,completed
ORD-000495,2026-05-26T10:15:00+00:00,CUS-00336,Europe,EUR,221.00,44.20,265.20,pending
ORD-000496,2026-05-26T11:28:00+00:00,CUS-00253,United Kingdom,GBP,296.19,59.24,355.43,completed
ORD-000497,2026-05-26T12:41:00+00:00,CUS-00374,North America,USD,223.89,17.91,241.80,completed
ORD-000498,2026-05-26T13:54:00+00:00,CUS-00377,United Kingdom,GBP,511.23,102.25,613.48,completed
ORD-000499,2026-05-26T15:07:00+00:00,CUS-00367,United Kingdom,GBP,118.07,23.61,141.68,completed
ORD-000500,2026-05-26T16:20:00+00:00,CUS-00316,North America,USD,86.37,6.91,93.28,completed
ORD-000501,2026-05-26T17:33:00+00:00,CUS-00190,United Kingdom,GBP,571.43,114.29,685.72,completed
ORD-000502,2026-05-26T18:46:00+00:00,CUS-00048,Europe,EUR,447.44,89.49,536.93,completed
ORD-000503,2026-05-26T19:59:00+00:00,CUS-00187,Europe,EUR,302.28,60.46,362.74,completed
ORD-000504,2026-05-26T21:12:00+00:00,CUS-00114,United Kingdom,GBP,385.41,77.08,462.49,completed
ORD-000505,2026-05-26T22:25:00+00:00,CUS-00030,North America,USD,265.41,21.23,286.64,completed
ORD-000506,2026-05-26T23:38:00+00:00,CUS-00152,United Kingdom,GBP,371.27,74.25,445.52,completed
ORD-000507,2026-05-27T00:51:00+00:00,CUS-00089,Europe,EUR,171.26,34.25,205.51,refunded
ORD-000508,2026-05-27T02:04:00+00:00,CUS-00330,North America,USD,407.20,32.58,439.78,pending
ORD-000509,2026-05-27T03:17:00+00:00,CUS-00360,North America,USD,323.38,25.87,349.25,completed
ORD-000510,2026-05-27T04:30:00+00:00,CUS-00249,United Kingdom,GBP,566.58,113.32,679.90,completed
ORD-000511,2026-05-27T05:43:00+00:00,CUS-00120,North America,USD,202.77,16.22,218.99,completed
ORD-000512,2026-05-27T06:56:00+00:00,CUS-00135,North America,USD,33.85,2.71,36.56,completed
